line_index,obscene_score,aave_text,sae_text
336,0.8963,When dudes say they can't fuck with a chic because she ahoe he really jus insecure,"When dudes say they can't fuck with a woman because she is ahow, he really is just insecure"
554,0.8955,Anybody who did is a bitch nigga for being fake tellem I said that lls,Anyone who would act like that is not a nice person. They are fake.I don't care if they know I said that.
424,0.8949,"it took my female BFF to tell me ""yea ya girl tripping but let her ride this spell out den shegonna be all sorry nshit...""","It took my best girlfriend to tell me \""I know your upset, but let some time pass and then shewill feel sorry that this happened...\"
1046,0.8948,saw u handling them bills today in u no where early.....lol....same shit homie.....1.....chicks always lookn for a pay day,"I saw you handling that money today, in \""you know where\"" early today... That's funny... Same shit man, one thing only. Girls are lookingfor someones money"
597,0.8936,"y'all fuckers put everything on twitter , you taking yo last breathes updating a tweet saying""r.i.p to me y'all ""","Everyone puts everything on Twitter. You are taking your last breath while Tweeting out\""RIP to me everyone\"""
939,0.8934,bahhaaa! Il admit it I am.But I guarantee u his ass twice as bad ofF As I am.IKNW YUR NOT TLKN U BIGCRY BABY THTS PAS WHIPD,"Hahaha! I will admit it, I am. But I am able to guarantee you he is twice as worse off as I am. I can ascertain that you are not posturing right now you bigcry baby, that is beyond a normal level of whipped"
689,0.8926,maaaaan dat would be the ultimate Kiss my ass move...but MIAcan't afford him AT ALL...,"That would be an amazing thing to have happen, but Miacan't afford him at all"
285,0.8908,grams empty out my purse cuz she wearin it to a weeding! I hope my weed bowl wasn't in there! she go kick my ass andi need it tonight lol,Grandma is emptying out my purse because she's wearing it to a wedding! I hope my weed pipe wasn't in there! She's going to kick my ass and I need it tonight. How funny!
364,0.8904,I need every person in my circle on a paper getting mission if u scared to get paid getthe fuck from roun me,I need everyone close to me working on earning money. If your are afraid to workstay away from me
1973,0.8891,"Is a chick a ""hoe"" if she can't remember the name ofevery man she eva fucked?","Is a chick a \""hoe\"" if she can't remember the name ofevery man she ever fucked"
1834,0.8879,ALOT of people on twitter fronting and for who..cause when you get that ass whooping thats coming to you..they gonbe on here clowning you.,"A lot of people on Twitter are posturing, but for whom? Because when you receive the beating that's imminent, they're going to be on here ridiculing you"
1166,0.8871,"Wanna get blocked? Reply to my tweet wit a mixtape, song,or a video. I WILL FVCKIN JUMP THROUGHDIS SCREEN ON YO ASS.","Do you want to get blocked? Reply to my Tweet with a mixtape, song or a video. I will fucking jump throughthis screen on your ass"
684,0.8863,Just cursed out my lil bros for not picking up they phones that EYE broughtdem...fuckt hey think they are?!,I just cursed out my little brothers for not picking up their phones that I boughtthem. Who the fuck do they think they are
300,0.8837,Real bitchxs dey lust em hatein niggas disgust em i see u takn em shots deybounce off em its nth,"Real bitches, they lust over the hating black guys. I see you taking those shots today.Bounce them off; it is nothing."
1186,0.8832,yea but not against bama and Nick saban. Saban my dude. He the type of coach who sayplay ball fuck everything else.,"I have nothing against Alabama and Nick Saban. I can count on Saban. He is the type of coach who would say\""let's play ball, don't worry about anything else\"""
1895,0.8826,"Telly hungry ass ain't going to watch the game she just wannaeat lol"" don't do me","Tell her hungry self she isn't going to watch the game. She just wantsto eat, not spend time with me."
1449,0.8821,"Don't be looking at my forehead, chest area... Behind me. Look me in my eyesit's not that damn hard","Do not look at my forehead, chest, or behind me.  Look me in my eyesit is not that damn har"
808,0.8813,Up watching NBA TV... This nigga Isaih is boring as hell. He need to stick to coaching or beinga GM or some shit...,I'm awake and watching the NBA on TV. This player Isaih is as boring as hell. He needs to stick to coaching or beinga GM or something
1488,0.8805,Why is they talkin bout John cena during this match shut the fuck up king & that other guy wedon't give 2 fuck about,"Why are they talking about John Cena during this match.  Shut up, King and the other guy wedo not care about"
2002,0.8804,"All these hoes out here really think they snatchin, hoe yo pussy the onlything that these nigga smashing","All these whores in this location really believe they're stealing. Whore, your vagina is the onlything that these black people are having intercourse with"
428,0.8804,"¡Slow Nigga, Whn I Dont Call Yu Backk Tht Meanz STOP FuckinCallin Me!!>> {""VOICEMAIL FULL SMH""}","Slow down, black man. When I do not call you back that means stop fuckingcalling me. Voicemail is full; shaking my head"
1677,0.8792,I've meet co gay ppl . I still feel that theshit nasty but they cool,"I've met cool gay people. I still feel that theshit is nasty, but they're cool though"
936,0.8780,See you the type of bitch ah nigga dont wife yhu come with two manyproblems and it aint right!,"See, you're the type of bitch a black person doesn't marry. You come with too manyproblems and it's not right"
700,0.8760,This jazz right now>>>>>>So soothingit just takes my mind off of shitthat I be thinking about,This jazz is so soothing that it just takes my mind off of the shitthat I'm thinking about
200,0.8754,Nate is 5'8. Bron is 6'8 of course he will hit him in the face. He's under him. TheNBA is so fucking gay.,"Nate is 5'8\"". Bron is 6'8\"". Of course Bron will hit him in the face. Nate's under him. The NBA is so fucking gay."
770,0.8726,YA BITCHES GOIN IN THE NAIL SALON LOOKIN LIKE SHEEPS COMEOUT LOOKIN LIKE GOATS LMFAO,You bitches are going into the nail salon looking like sheep.You're going to come out looking like goats. I'm laughing my fucking ass off
1085,0.8712,Niggas a snitch on a niggaaa at work then somebody come snitch rite on them and den theybe sick ass shit lls,"Dude is an informer on another guy at work, then somebody tattles right on them and then theyare frustrated, hahaha"
1196,0.8689,My hair is bogus the gym really took its toll onit..it's sweated the fuck out,My hair is bogus. The gym really took its toll onit. It is sweated the fuck out.
587,0.8675,"Well my boyfriend girlfriend has been takin him away from me ""no minessssher lil ugly ass """,My boyfriend has been spending time with another girl and she's taking him away from me. He is mine and I'm not threatened by her
1432,0.8673,"She know wht she want she got her thoughts together, she know she bottom bitch sheknow we gonna ride 4ever","She knows precisely what she desires, and she has her thoughts collected, she understands that she's a highly valued woman, sheknows that we will stick together forever"
1244,0.8636,"Confession Thursdays: if ur ass had a 100 bill in it, could I give you changeto go wit it lol","Confession Thursdays: If you're ass had a $100 bill on it, could I give you changeto go with it? I'm laughing"
1016,0.8621,See idk if it's Cuz we don't go to the same schools or our lives changing it's likeour communication all fucked up,"See, I don’t know if it’s because we don’t go to the same schools or our lives are changing. It’s likeour communication is all fucked up."
898,0.8620,Let my people out them chains nigga i mean handcuffs time to man up put my hands up fuck u saying bruh cause im ablack man in a phantom,"Let my people out of their chains, man. I mean handcuffs. Time to man up and put my hands up. What the fuck are you saying - because I'm a black man, I'm a phantom"
1811,0.8602,"Comcast stay leaving that threatening ass ""we were here to pick up your equipment""post it on my door.","Comcast stays leaving that threatening-ass, \""We were here to pick up your equipment\""post-it on my door."
1970,0.8597,Just thought about dat my lil bros don't know shit about popping the cassette out flippingit fastforwarding just to rewind...,"I just thought about that my little brothers do not know shit about popping the cassette out, flippingit, fast forwarding, just to rewind."
1185,0.8507,"I mean, you try to fuck ANY niccas girl but if a nicca like to many of your girlsstatus updates you get upset...","I mean, you try to fuck any guy's girl, but if a guy likes too many of your girl'sstatus updates, you get upset"
1107,0.8502,"Who wanna buy d tape of rocko running and guwop kickin him in ass. Wit my house shoes on lol.I want 250k"" I'm dead!!!","Who would want to buy the tape of Rocko running and Guwop kicking him in the ass. With my shoes on, haha.\""I want $250,000\"" I'm laughing so hard"
1899,0.8471,"If a nigga don't like me he hating.."" Naw maybe theyjust don't like ya ass","\""If someone doesn't like me, they're hating.\"" No, maybe theyjust don't like you"
52,0.8465,"N . Nawll , Boo likee her , shee log in on his phone , she dnt like his ugly ass","No way, he likes her, and she logs into his phone, even though shedoes not like him"
883,0.8458,"Its either you fuck with me or you dont, & if I feel as though you dont I'm not gonnawaste my time or breath""",Either you fuck with me or you don't. If I feel as though you don't I'm not going towaste my time or breath
1825,0.8445,Uh she wanted 2 recreate a Plantation Theme wedding because she liked thenostalgia of the period? WTF,"Uh, she wanted to recreate a Plantation Theme Wedding because she liked thenostalgia of the period? What the fuck"
39,0.8425,Now niggas dont be surprised also if your woman counts down backwards next timeyou say some stupid shit,"Now, don't be surprised if your woman counts down backwards the next time you say some stupid shit.you say some stupid shit"
520,0.8371,maaaan imma order dat shitfor ONE wkend den call back and sayI didn't like it lol,I am going to place an order for that one time and then I'll call back and tell them. I did not like that at all
1131,0.8315,"Im jus attracted to rough ass niggahs mane ,ilove a niggah thats bout it but still knohow to treat his ole'lady","I'm just attracted to rough as men, I love a man that's about it, but still know'show to treat his old lady"
1516,0.8313,I love Mellow People all that loud Sh*t For what tho???? But I Will turn Up Quickif you take Me Der,I love mellow people. All that loud shit. For what though? But I will turn up quick if you take me there
768,0.8307,And fly niggas come third cause he might aint gt no money but he can still pull dabaddest bitch in da building,"And a stylish black person comes third because he may not have any money, but he can still attract themost attractive woman in the building"
9,0.8247,Wen u kall a nigga fone n he dont answer dat mean he nevagave a fuck about it,When you call a person's phone and they don't answer that means they never cared about it.Cared about it
991,0.8202,"Pre 07, in chicago there was no bruhz made under 30 I was denied membership for 3fucking years but I persevered.","Pre '07, in Chicago there were no brothers made under 30. I was denied membership for threefucking years, but I persevered"
1184,0.8191,I swear... All I do is fuckin work. I would killto have one Saturday off.!!!!!,"I swear, all I do is fucking work. I would killto have one Saturday off"
500,0.8189,U eva on train and your eyes lock on the 1 person u know u gotta steal on 1st if shitbroke out? Naw? Ok nvm,"Are you ever on the train and you see someone who you believe you would have to punch if a fightstarted? No? Okay, never mind"
74,0.8179,If u fuckin with me.... Really fuckin with me u go get sum girlsn bring em to me,"If you're my friend, really my friend, go and get some girlsand bring them to me"
531,0.8108,I don't never feel no type of way because I'm an asshole..That's just in my nature,I don't need to feel any type of way because I'm an asshole...That's just in my nature
1036,0.8088,It's all in fun though. Everybody know light skin chicks withthin 'staches got fat asses,"It is all in fun, though. Everybody knows that light-skin chicks withthin mustaches have fat asses."
1412,0.8062,Thought I'd be able to clean out my car but the machine only takes dimes wtfkind of crap is that,"I thought I'd be able to clean out my car but the machine only takes dimes, what the heckkind of nonsense is that"
59,0.8056,ummm..do I need to go back & read ur tweets for all thisfuckery i missed earlier?? lol,Umm...do I need to go back and read your tweets for all thisnonsense that I missed earlier? That's funn
1411,0.8041,I never wanna go back out there to many fake tough niggas I fuck around n try to rob everybody lmao.I be outta town die,I never want to go back out there. Too many dishonest people I mess around with and try to rob everybody. That's hilarious.I'm out of town
1573,0.8024,"When we was all in our feelin earlier he was like ""&& thats why ima marry you && spoil thaa fuck'chaa,jus keep holdinme dwn like you do""","When we were all having feelings earlier, he said that's why I'm going to marry you and spoil everything. Just keep holding me down like you do."
307,0.8002,This nigga jcole ji OC lol hope my man dont get caughtup for no dumb shit,I just really hope he doesn't get caught up in what JCole is doing.I don't want him to be blamed for something ridiculous
532,0.7925,Liquor all on my breath.. Bitches all in my sight! Real niggas trynafuck.. Fuck niggas wanna fight,I've been drinking Liquor you can smell it on my breath.  I see some ladies.  People who act real who are black are trying to fuck.  People want to fight who are black
839,0.7913,Oh my god these bitches in here talkin bout hair.... Wish they stfu& do sum dam wrk,"Oh, my God; these bitches in here are talking about hair. Wish they would shut the fuck upand do some damn work"
865,0.7901,Tae got it so hot in here that my contacts damn near aboutto fall out my eyes,Tae has it so hot in here that my contacts are about readyto fall out of my eyes
1612,0.7892,This is prolly the easiest night to get some ass nMiami especially if they win!!,This is probably the easiest night to find a mate in Miami especially if they win
1424,0.7881,Two of my homies fighting and they both acting like kidsso fuck both of them.,Two of my friends are fighting and they are acting like childrenso forget both of the
614,0.7858,I'm really trying to make an AU game before the season is over. UGA hopefully cause I can'tafford no damn iron bowl,"I'm really trying to attend an Auburn University game before the season is over.  University of Georgia, hopefully, because I can'tafford tickets for the damned Iron Bowl"
1158,0.7839,"These Vegas stories wild as fcuk!!! ""She say she was dipping chickenfingers in ranch buttaball NAKED!","These Vegas stories are wild as fuck! She said she was dipping chickenfingers in ranch butterball, naked"
1611,0.7758,Really Jamie Foxx?! get your hands off my Jordan's WTF!!! He justset us back once again,Jamie Foxx was wearing the shoes he wanted. His actions put us behind.
1245,0.7757,man Turn Up.. dm who you gotta to be non angry..that shitcauses gray hairs and wrinkles,"Man, wait, direct message someone that doesn't make you angry. That'scauses gray hairs and wrinkles"
1603,0.7742,Ctfuu! I'm saying & it's funnier cause we just talked aboutlame ass people doing that,"Shut the fuck up! I'm saying, and it's funnier because we just talked aboutlame ass people doing that"
1277,0.7679,How You Got A Nigga Wit A Wheel But Ya Ass On The Broad Street Line Ya Pussy Must Not Be ThatGood For A Car Ride,"How do you have a man with a car but you are still on broad street, you must not be good enough for a car ride"
707,0.7645,All dat education and still having to suck dick in the back of the DatingGame has to be humbling...,All that education and still having to suck dick in the back of the Dating   Game has to be humbling
539,0.7628,The only reason I don't like doing the dinning area is cause I hatedealing with drunk ass customers,The only reason I don't like working in the dining area is because I hate dealing with drunken customers
1614,0.7589,I hate to say it but a lot these niggas on twitter lame as fuck how canu possibly tweet that much,"I hate to say it, but a lot of these dudes on Twitter are lame as fuck. How canyou possibly tweet that much"
391,0.7561,Bulls looking to trade Boozer to the raptors bout fucking time theygot rid of this nigga!!,The Bulls are looking to trade Boozer to The Raptors. About fucking time theygot rid of that man
841,0.7545,"I'm not a cocky nigga, but I jus be feelin like no onecan really fuck wit me","I’m not a cocky guy, but I just feel like no one  can mess with me."
47,0.7494,Frank ocean can probably fight .. He prob been training for the moment to fuck Chris brown up .. Breezy will never loveit down if he lost,Frank Ocean can probably fight as he has been training to beat up Chris Brown. Breezy will never liveit down if he happened to lose
538,0.7439,"When I'm riding down the avenue.. These bitches give me attitude, they screaming""Charles we mad at you!""","When I'm driving down the avenue these bitches give me attitude. They are screaming\""Charles we are mad at you!\"
1915,0.7409,"Ole I saw you and him, walking in the rain. You were holding hands and ill never bethe same looking ass. Lmao","Oh yeah, I saw you and him, walking in the rain. You were holding hands, and I'll never bethe same looking ass. Laughing my ass off"
249,0.7404,"Hate cheap people, like naw i just came with you to WATCH you eat."" Omg that happen to meyesterday I was like WTF","I hate cheap people, like \""no, I just came with you to watch you eat.\"" Oh my god that happened to meyesterday. I was like what the fuck."
87,0.7392,Wtf is so hard about coming to pick up a badge so your check is correct..: I'm not aboutto clock you in. Smh,What the fuck is so difficult about coming back to pick up a badge so that your check is correct. I am not goingto clock you in. Shake my head
1884,0.7380,Don't judge me I jus hate ratchet ass bitchez ! Like dat shyt not kool y u wannabe ratchet let me no,"Don't judge me, I just hate ratchet-ass bitches. Like that shit is not cool, why do you want tobe ratchet? Let me know"
523,0.7288,in order for a female to get the respect moms get.. She would have to be the most loyal femalein the world these bitches...,"In order for a female to get the respect mom’s get, she would have to be the most loyal female in the world. These bitches..."
1402,0.7277,"Florida fucked up the Bush and Gore election, Casey Anthony, andnow the Zimmerman trial smh""","Florida fucked up the Bush and Gore election, Casey Anthony, and now the Zimmerman trial. I’m shaking my head."
562,0.7267,really?... You dick sucking like that? Smh and I bet you still ain't get thatretweet you was craving for.,"Really...? You are giving a blowjob like that? Shaking my head, and I bet you still aren't getting thatretweet that you are craving for"
769,0.7230,u let Lil Wayne hit u mind ass well let me hit for 1200wen I get my taxes,"You allowed Lil Wayne have sexual relations with you, in that case you should consider me as well for 1200when I receive my taxes"
1620,0.7220,I hate dis clown ass nigga mane I don't believe shythe say smh lol rs,I hate this clown-ass black man. I do not believe shithe says. Shaking my head. Laughing out loud. Real shit.
331,0.7153,"It's not about East or West. It's about niggaz and bitches, power & money, riders & punks. Whichside are you on? ~Makaveli~","It is not about east or west. It is about black men and bitches, power and money, and riders and punks. Whichside are you on? -Makavel"
1746,0.7123,I'm prob the only motherfucka on this planet that doesn't like hot doughnuts... Hate whenthe hot sign is on,I’m probably the only motherfucker on the planet that doesn’t like hot doughnuts. I hate whenthe hot sign is on.
954,0.7070,Y should i get suspended i didn't thro a puNch nothing just askher to cum out Side,"You should know I got suspended. I did not throw a punch, however. I just askedher to come outside."
1558,0.6978,"Ion fckk wit to many bxtchess ,cause these bxtch these dayss eithaa fakeor messy ,if not both","I like to keep my social circle small because of the superficial attitudes of many individualssome people I choose not to associate with are either dysfunctional, superficial, or both"
471,0.6961,Im goin to a wizards game real soon and slap randy whittman and sam cassel thefuck out this roster terrible,"I'm going to a Washington Wizards game soon, and I am upset that Randy Whittman and Sam Cassell arestill on the team. They are terrible"
633,0.6867,I really want to apologize to cuz that's wrong for me to come out my mouth and say big wildshit like that to her,"I really want to apologize too because that's wrong for me to have it come out of my mouth, and say big, wildshit like that to her"
1269,0.6850,But for real tho....if I find the nicca who brought Svedka to my cribima kick they ass out.,"But in reality though, if I find the person who brought Svedka to my house,I will kick their ass out"
946,0.6752,"Niggas are hilarious.. They scream ""i like bad bitches"" and kids mothers look like a pennywit a whole in it..""ha!!!","People are hilarious. They scream, \""I like bad bitches\"" and their mothers look like a pennywith a hole in it. I'm laughing"
1164,0.6701,"""meek mill rap like he came home n saw all his shiton da porch"" JSJSKSKSKSKSJJDDHH LMFAOOOOOOOOOOOO",He was rapping and when he arrived home he saw all of his belongings.They were on the porch
120,0.6694,She gonna have to make a decision right then and there...Kiss in mouth withass grab...or no snow shovel...,She is going to have to make a decision right then and there. Kiss on the mouth withan ass grab...or no snow shovel.
1110,0.6647,Yall do know mogs doing cuffing season for they 10th year str8 is doing thisALL THEE fuck wrong right?,"You all do know guys are doing cuffing season for their 10th year straight is doing thisall the fuck wrong, right"
709,0.6571,Ppl watching downtown has to be some of the funniest shitu can do down here.,"When you're downtown, people watching is fun.  You can see some funny things down there if you want to"
1192,0.6482,"Missed out on my whole lil ""break"" cause this broad grown ass in here sharpeningpencils like it's her job",Missed out on my whole first break because this woman was in here sharpeningpencils like it was her job
479,0.6466,u aint gotta pay dat high ass price if u use (she like a Master in Taxcuz her degrees say so),You don't have to pay such a high price for help with your taxes. She is qualified.She went to school and has a degree
887,0.6366,"Happy Founders Day to the Brothers of Blue Phi or as Icall them my ""siggies"" !!!!!","Happy Founders Day to the brothers of Blue Phi or as Icall them, my \""siggies!\"
1017,0.6331,if u got sumthin to say bout my child tell me nd not da net BC BYTCHU NEED UR ASS BEAT,"If you have something to say about my child, tell me and not the Internet because bitches,you need your asses beat"
1294,0.6263,"Don't invite me over your house if you don't have AC..""realshit imastand yo ass up everytime","Don't invite me over to your house if you don't have air conditioning. Seriously, I'm going tolet you down every time"
287,0.6164,Nah people are too quick with these things they must have people on stand-by waiting for celebrities to fuck up sothey can pic stitch it,"No. People come too quickly to these things. They must have people on stand-by, waiting for celebrities to fuck up so They can pick it apart"
543,0.6142,"These bitches get around. Even the ones you swore didn't, they do too.""Can'tput sht past these hoes","These bitches get around. Even the ones you swore didn't, they do too.\"" I can'tput shit past these hoes"
139,0.6108,Kelly is a Fast ass Heffa...and we love it! Let her set dat poon out...We lovingher direction right now lol,Kelly is a fat ass heifer...and we lover it! Let her show her crotch...We are lovingher direction right now. Laugh out loud.
1309,0.6082,I hear him in the background talkin I jus put a big ass coolaid smile on my face,I can hear him in the background talking and it just put a big kool-aid smile on my face
165,0.6059,"I'm convinced dat Hova lack of thirst, own bread, style nshit made her look over his camelface. Chicks are less shallow...","I'm convinced that Jay-z's lack of desire, own finances and style and such made her overlook his camel-face. Women are less shallow."
1460,0.6048,It's no fuckin way I'd be driving a 06 range rover WITH PAYMENTS just to say I gottarange rover. Nigga are stupid,There is no way I would drive a 2006 Range Rover with payments just to be able to say that I have aRange Rover. That's stupid
967,0.6027,Seen Vicki tonight! I love her & Tyrina! & Toya &Jasmine & Krystal crazy asses!!,I'm seeing Vicki tonight! I love her and Tyrina and Toya andJasmine and Krystal! They are all crazy
275,0.6020,If you have drugs in your car keep your scary ass off the road in the morning... I don't have time to be drivingslow bc I'm behind you,If you have drugs in the car do not drive in the morning. I don't have time to be drivingslow down because I am behind you
2013,0.6003,"""Act right"" who say that wack sHit these niggas wack don't do my west coastmusic u lame motha fuckers","\""Act right\"" - who says that nonsense? These people are crazy. Don't do my West Coastmusic, you lame motherfuckers."
1134,0.5930,"Ihate everything about moving"" yesss me 2""the freakn worst"" it will bover b4 u no it","\""I hate everything about moving.\"" \""Yes, me too.\"" \""The freaking worst.\"" It will beover before you know it"
375,0.5900,these niggas b saying they Heroz false flagging ass Niggaz y'all ain't from crescent. No whodon't like that. Run it,They think they are heroes and it's hard to convince them otherwise. They don't like that.
1003,0.5858,Sometimes i think you were you raised on a farm Cause you sholl know howto raise a cock. lmmfao,"Sometimes I think you were raised on a farm, because you should know howto raise a cock. Laughing my motherfucking ass off."
17,0.5803,My onli wish my nigga keith was here to kill shyt I been on some fuckthe world shyt lately nbs,My only wish is that my friend Keith was here to kill things. I have been down and depressedabout everything lately
755,0.5721,I need 2 put my dam case on my phone iPonelike a new born :-(,I need to put my damn case on my phone. My iPhone is like a newborn.
1024,0.5698,I want ppl to understand I kirk because I hate weak and raggedy bitches not more so raggedy buthow they carry them sleeves,"I want people to understand that I go crazy because I hate weak and raggedy bitches, not so much raggedy, buthow they carry themselves"
1255,0.5639,"If Zimmerman walks, black people will be mad 2 days then will forget all about it.Fake ass civil rights activist","If Zimmerman walks, black people will be mad for two days then forget all about it.Fake civil rights activists"
1347,0.5603,This country is foolish when it comes to our justice system and morals! We care more about freaking animals morethe we do human beings!,This country is foolish when it comes to our justice system and morals! We care more about freaking animals morethan we do human beings!
497,0.5594,These Babies are the Crack Babies Babies...and even my professional problem solving ass don't knowwhere to begin 2 help,"These children, are the children of parents whose parents were on drugs, and even though I have professional problem solving experience, I don't knowhow to begin to help them"
1253,0.5573,I hate when my nigga spend the night I'm always no sleep game dating fatniggas Tuh damn stop snoring,"I hate when my friends spend the night- I'm prefer having no sleep, dating fatpeople that don't ever damn stop snoring"
1340,0.5447,"Black ppl gotta have a cover charge, high ass drink prices, cover chargegoes up every 5 minutes..",Black people got to have a price to get in and very high drink prices.  The price to get ingoes up every five minutes
1202,0.5398,It crazy why ppl say that gt sme good but 2week later tht fuckin that friend yea she a hoe Dnt kissher cuz that a hoe,"It's crazy that people say that they have good sex, but two weeks later after fucking that friend, \""Yeah, she's a whore. Don't kissher because that's a whore.\"
1910,0.5329,Wowww really sum niggaz do the most....unloyal aint the word to it...then u wonderin why nobody reallyfucks wit you....straight played out,"Wow, some guys are really unpleasant... Being disloyal can't even describe what they do... Then they wonder why nobodylikes them... So lame."
352,0.5320,"S/o to all the niggas that got ""Goin Steady"" as their ringtone for they side bitches...","Shout out to all the men that have \""going steady\"" as their ringtone for their side bitches.."
1932,0.5209,", BROKE hoes will never get it TRYING to argue w / Me over a DICK catch your LIFE beforeit falls out the WINDOW",Broke women will never get anywhere trying to argue with me over a man. Catch your life beforeit falls out the window
1365,0.5040,"My *** been hustling tryna make him somethin, aint no tellin what he'll do for the paper.... This song is dumbbut i be boppin lol","I have been working like crazy trying to make him something, but there is not telling what he will do for the paper. This song is dumbbut it sounds good"
1941,0.5025,Never understood why 7 make their standard jeans with Buttons.... Wtf imma do ifi gotta piss real bad,Why do they use buttons instead of zipper on this model of jeans. I have to pee and it makes it harder
